cdobstecou;nomprincip;ouv_coord_x;ouv_coord_y;ouv_type_nom;ouv_usage_energie_hydro;ouv_usages;ouv_etat;ouv_liaison;ouv_ouvrage_lie;demarche_priorisation_1;demarche_priorisation_2;demarche_priorisation_3;demarche_priorisation_4;demarche_priorisation_5;demarche_priorisation_6;demarche_priorisation_7;demarche_priorisation_8;demarche_priorisation_9;niveau_priorisation;commentaire_principal;ouv_hauteur_chute_1;ouv_date_hauteur_chute_1;ouv_operateur_hauteur_chute_1;ouv_precision_hauteur_chute_1;ouv_hauteur_chute_2;ouv_date_hauteur_chute_2;ouv_operateur_hauteur_chute_2;ouv_precision_hauteur_chute_2;ouv_hauteur_chute_3;ouv_date_hauteur_chute_3;ouv_operateur_hauteur_chute_3;ouv_precision_hauteur_chute_3;ouv_hauteur_chute_4;ouv_date_hauteur_chute_4;ouv_operateur_hauteur_chute_4;ouv_precision_hauteur_chute_4;ouv_hauteur_chute_5;ouv_date_hauteur_chute_5;ouv_operateur_hauteur_chute_5;ouv_precision_hauteur_chute_5;hauteur_chute_ICE;ouv_arasement;ouv_date_arasement;conformite_arasement;ouv_derasement;ouv_date_derasement;conformite_ derasement;dispo_franch_piscicole_1;date_mes_dispo_franch_piscicole_1;dispo_franch_piscicole_2;date_mes_dispo_franch_piscicole_2;dispo_franch_piscicole_3;date_mes_dispo_franch_piscicole_3;dispo_franch_piscicole_4;date_mes_dispo_franch_piscicole_4;dispo_franch_piscicole_5;date_mes_dispo_franch_piscicole_5;mesure_corrective_montaison_gestion;mesure_corrective_montaison_equipement;interet_montaison;conformite_montaison;mesure_corrective_devalaison_gestion;mesure_corrective_devalaison_equipement;mesure_corrective_devalaison_turbine;interet_devalaison;conformite_devalaison;mesure_corrective_sediment_gestion;mesure_corrective_sediment_equipement;mesure_corrective_sediment_recharge;mesure_corrective_commentaire;avis_technique_global;commentaire_avis_technique;note_appreciation_montaison_anguille;date_appreciation_montaison_anguille;note_appreciation_montaison_saumon_atlantique;date_appreciation_montaison_saumon_atlantique;note_appreciation_montaison_grande_alose;date_appreciation_montaison_grande_alose;note_appreciation_montaison_alose_feinte;date_appreciation_montaison_alose_feinte;note_appreciation_montaison_lamproie_marine;date_appreciation_montaison_lamproie_marine;note_appreciation_montaison_truite_fario;date_appreciation_montaison_truite_fario;avis_devalaison_anguille;avis_devalaison_saumon_atlantique;avis_continuite_sedimentaire;date_debut_activite;date_fin_activite;variabilité_debit_reserve;debit_reserve;debit_reserve_ICE;debit_minimal_montaison;debit_minimal_devalaison;debit_alimentation_ICE;debit_maximal_autorisé;debit_preleve_ICE;commentaire_debit;longueur_troncon_cc;longueur_troncon_cc_ICE;ecartement_grille;espace_interbarreaux_ICE;cote_retenue_basse;cote_retenue_haute;classement_liste_1;classement_liste_2;date_arrete_classement;especes_cibles;statut_sdage_1;statut_sdage_2;statut_sdage_3;statut_administratif;date_fin_acte;existence_reglement_eau;surface_bv_amont;source_surface_bv;module_cours_d_eau;source_module;surface_bv_amont_irstea;module_cours_d_eau_irstea;robustesse_irstea;altitude;ouvrage_mer;lineaire_aval;surface_retenue;source_surface_retenue;volume_retenue;source_volume_retenue;longueur_remous;source_longueur_remous;chute_naturelle_amont;chute_naturelle_aval;commentaire_contexte;nom_cours_d_eau_topo;commune;departement;code_cours_eau;code_zone_hydro;code_sous_secteur_hydro;nom_bassin_hydro;code_masse_eau;statut_roe
ROE3220;Penaneac'h;186343.90;6787956.48;Seuil en rivière;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;60;;39.81;;;;;;;;;;le jet;ELLIANT;29;J4224000;J422;J42;LOIRE-BRETAGNE;FRGR0083;Validé point par point
ROE3222;Saint Cloud;186071.20;6788619.20;Seuil en rivière;;;Existant;;;;;;;;;;;;;Rupture de pente due à la présence ancienne de l'ouvrage. Un radier subsiste.;0.20;;;;;;;;;;;;;;;;;;;;;;;;false;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;65;;39.81;;;;;;;;;;le jet;ELLIANT;29;J4224000;J422;J42;LOIRE-BRETAGNE;FRGR0083;Validé point par point
ROE3223;Moulin d'Elliant;186500.97;6788854.64;Seuil en rivière;Non;Activités aquacoles;;;;;;;;;;;;;;;0.60;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre type de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;69;;39.81;;;;;;;;;;le jet;ELLIANT;29;J4224000;J422;J42;LOIRE-BRETAGNE;FRGR0083;Validé point par point
ROE3224;Coat Elliant;186539.30;6790661.57;;;;;;;;;;;;;;;;;;1.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;94;;41.64;;;;;;;;;;le jet;ELLIANT;29;J4224000;J422;J42;LOIRE-BRETAGNE;FRGR0083;Validé point par point
ROE3225;Treanna;186933.43;6791604.06;;;;;;;;;;;;;;;;;;0.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;103;;43.31;;;;;;;;;;NR;ELLIANT;29;J4224001;J422;J42;LOIRE-BRETAGNE;FRGR0083;Validé point par point
ROE3226;Kerverniou;188518.85;6792704.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;120;;45.14;;;;;;;;;;le jet;ELLIANT;29;J4224000;J422;J42;LOIRE-BRETAGNE;FRGR0083;Validé point par point
ROE3227;Moulin du Duc;170691.63;6790164.77;Seuil en rivière;Non;Aucun;Existant;;;PAPARCE;;;PLAGEPOMI;;;;;;;;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Anguille"",""Lamproie marine"",""Truite de mer";;;;;;Non;;;;;;;;5;;20.03;;;;;;;;;;le steïr;QUIMPER;29;J4310300;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3228;Moulin Vert;170202.21;6791446.61;Seuil en rivière;Non;Industrie;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;;1.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Truite de mer"",""Lamproie marine"",""Anguille";;;;;;Non;;;;;;;;6;;21.48;;;;;;;;;;le steïr;QUIMPER;29;J4310300;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3229;Les Salles;169818.45;6792237.84;Seuil en rivière;Non;Alimentation en eau potable;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre type de passe;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Truite de mer"",""Saumon atlantique"",""Anguille";;;;;;Non;;;;;;;;10;;23.34;;;;;;;;;;le steïr;QUIMPER;29;J4310301;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3231;Moulin de Troheir;169066.78;6792821.30;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre type de passe;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Saumon atlantique"",""Anguille"",""Truite de mer";;;;;;Non;;;;;;;;10;;25.85;;;;;;;;;;le steïr;GUENGAT;29;J4310300;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3232;Moulin de la Lorette;168641.48;6794595.43;Seuil en rivière;Oui;;Existant;;;;;;;;;;;;;;0.80;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Saumon atlantique"",""Truite de mer"",""Lamproie marine";;;;;;Non;;;;;;;;24;;31.94;;;;;;;;;;le steïr;PLOGONNEC;29;J4310300;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3233;Trogour;170954.77;6795536.74;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;;Non;Non;Non;Oui;;Non;Non;Non;;Positif;"Ouvrage jugé conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Saumon atlantique"",""Truite de mer"",""Lamproie marine";;;;;;Non;;;;;;;;38;;31.94;;;;;;;;;;le steïr;QUIMPER;29;J4310300;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3234;Néveit;172215.76;6799452.10;Seuil en rivière;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;48;;38.48;;;;;;;;;;le steïr;PLOGONNEC;29;J4300300;J430;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3235;Moulin de Coat Squiriou;171914.76;6803037.01;Seuil en rivière;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;59;;42.83;;;;;;;;;;le steïr;QUEMENEVEN;29;J4300300;J430;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE3236;Moulin du duc;175112.69;6805044.10;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;2.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;;;45.33;;;;;;;;;;NR;CAST;29;;J430;J43;LOIRE-BRETAGNE;;Validé point par point
ROE3237;Coat Bihan;182009.16;6800930.62;;;;;;;;;;;;;;;;;;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;127;;45.33;;;;;;;;;;NR;EDERN;29;J4214000;J421;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3238;Coat Bihan Huella;182579.38;6801225.36;;;;;;;;;;;;;;;;;;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;130;;45.33;;;;;;;;;;NR;BRIEC;29;J4214000;J421;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3239;Du Temple;182769.06;6801517.22;;Oui;;;;;;;;;;;;;;;;1.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;133;;45.33;;;;;;;;;;NR;BRIEC;29;J4214000;J421;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3240;Lenn Temple;183034.60;6801726.59;;;;;;;;;;;;;;;;;;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;138;;47.07;;;;;;;;;;NR;BRIEC;29;J4214000;J421;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3241;Coat Caer;182407.41;6803709.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;180;;;;;;;;;;;;NR;EDERN;29;J4214100;J421;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3243;Kernevez;186979.73;6797696.55;Seuil en rivière;Non;Sécurité des biens et des personnes;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;91;;48.14;;;;;;;;;;ruisseau du pont neuf;LANGOLEN;29;J4206400;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3244;Parc Stang;186889.84;6797936.68;;;;;;;;;;;;;;;;;;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;93;;48.14;;;;;;;;;;ruisseau du pont neuf;LANGOLEN;29;J4206400;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3245;Kergus;186950.99;6799971.58;;;;;;;;;;;;;;;;;;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;113;;48.14;;;;;;;;;;ruisseau du pont neuf;EDERN;29;J4206400;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3246;Stang Nabad;186785.03;6800253.08;;;;;;;;;;;;;;;;;;0.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;118;;48.14;;;;;;;;;;;EDERN;29;J4206400;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3247;Kerninon;186238.44;6800779.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;123;;51.84;;;;;;;;;;ruisseau du pont neuf;EDERN;29;J4206400;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3248;Kervella;186111.89;6801321.82;;;;;;;;;;;;;;;;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;131;;51.84;;;;;;;;;;ruisseau du pont neuf;EDERN;29;J4206400;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3249;Pen ar Pont;188819.98;6798269.59;;;;;;;;;;;;;;;;;;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;90;;52.71;;;;;;;;;;ar guip;LANGOLEN;29;J4205800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3250;Kerraden;188696.51;6800012.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;100;;52.71;;;;;;;;;;ar guip;TREGOUREZ;29;J4205800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3251;Crec'hguen;189136.29;6800562.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;108;;52.71;;;;;;;;;;ar guip;TREGOUREZ;29;J4205800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3252;Follezou Izella;188986.54;6802089.36;;;;;;;;;;;;;;;;;;1.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;141;;52.71;;;;;;;;;;ar guip;TREGOUREZ;29;J4205800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3253;Follezou Huella;189021.63;6802509.71;;;;;;;;;;;;;;;;;;0.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;157;;52.71;;;;;;;;;;ar guip;TREGOUREZ;29;J4205800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3254;Kersalaun;193425.84;6800456.69;;;;;;;;;;;;;;;;;;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;108;;56.08;;;;;;;;;;;LEUHAN;29;J4204800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3255;Kersalaun Nevez;193650.29;6800216.77;;;;;;;;;;;;;;;;;;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;114;;56.08;;;;;;;;;;stêr roudou;LEUHAN;29;J4204800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3256;Kersalaun Huella;193738.57;6800082.30;;;;;;;;;;;;;;;;;;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;116;;56.08;;;;;;;;;;stêr roudou;LEUHAN;29;J4204800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3257;Pen ar Hars;195056.47;6799582.29;;;;;;;;;;;;;;;;;;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;139;;56.08;;;;;;;;;;NR;LEUHAN;29;J4204800;J420;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3258;Moulin de Kerolven;180388.08;6795444.24;Seuil en rivière;Oui;;Existant;;;;;;;;;;;;;;1.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;0.300;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;75;;38.41;;;;;;;;;;ruisseau de langelin;LANDUDAL;29;J4214000;J421;J42;LOIRE-BRETAGNE;FRGR0078;Validé point par point
ROE3635;Barrage de Malon;337739.22;6755356.08;Seuil en rivière;Non;"Transports et soutien de navigation"",""Stabilisation du profil en long du lit, lutte contre l'érosion";Existant;Principal;105908;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;2.12;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;;1;;;;4;;4;2021-10-11;4;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Grande alose"",""Lamproie marine"",""Brochet"",""Alose feinte ";;;;;;Non;;;;;;;;5;;79.00;;;;;;;;;;la vilaine;MESSAC;35;J7700060;J770;J77;LOIRE-BRETAGNE;FRGR0010;Validé point par point
ROE3636;Barrage du Moulin de Guipry;339339.31;6757798.68;Seuil en rivière;Non;"Suivi technique et scientifique (débit, température)"",""Transports et soutien de navigation";Existant;Principal;105907;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;1.64;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;Passe à Anguille;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;;1;;;;4;;4;2021-10-11;4;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Brochet"",""Alose feinte "",""Grande alose"",""Anguille";;;;;;Non;;;;;;;;6;;83.30;;;;;;;;;;la vilaine;MESSAC;35;J7700060;J770;J77;LOIRE-BRETAGNE;FRGR0010;Validé point par point
ROE3637;Barrage du Moulin de Macaire;343061.70;6762565.76;Seuil en rivière;Non;"Transports et soutien de navigation"",""Industrie";Existant;Principal;105906;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;2.14;2018-06-01;Bureau d'études;SINBIO;2.00;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;;1;;;;4;;4;2021-10-11;4;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Brochet"",""Lamproie marine"",""Alose feinte "",""Anguille"",""Grande alose";;;;;;Non;;;;;;;;10;;89.87;;;;;;;;;;NR;SAINT-MALO-DE-PHILY;35;J7700060;J770;J77;LOIRE-BRETAGNE;FRGR0010;Validé point par point
ROE3639;Barrage du Moulin de la Molière;344251.59;6767477.51;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Principal;105905;;;PGA;;;;;;;;;1.38;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;Anguille : seule espèce classée liste 2 L.214-17;1;;;;4;2021-10-11;4;2021-10-11;4;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;9;;99.13;;;;;;;;;;NR;BOURG-DES-COMPTES;35;J7530060;J753;J75;LOIRE-BRETAGNE;FRGR0010;Validé point par point
ROE3642;Barrage de Gai Lieu (Moulin de la Courbe);345619.76;6769149.91;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Principal;105904;;;;;;;;;;;;1.67;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;Anguille : seule espèce classée liste 2 L.214-17;1;;;;4;;4;2021-10-11;4;;;;Positif;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;9;;104.73;;;;;;;;;;la vilaine;BOURG-DES-COMPTES;35;J7500060;J750;J75;LOIRE-BRETAGNE;FRGR0010;Validé point par point
ROE3643;Barrage du Moulin de la Bouëxière;345541.26;6771252.74;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Principal;105903;;;;;;;;;;;;1.75;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;Anguille : seule espèce classée liste 2 L.214-17;1;;;;4;;4;2021-10-11;4;;;;Positif;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;13;;104.73;;;;;;;;;;la vilaine;BOURG-DES-COMPTES;35;J7500060;J750;J75;LOIRE-BRETAGNE;FRGR0010;Validé point par point
